User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,ASIAS6FANBXRWPFN3ZFX,2022-08-09T03:58:10Z,iam.amazonaws.com,AddUserToGroup,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",88ca8d6a-50f9-429f-91ae-29cd3a5c36c0,1cbdb1bf-473e-4d72-98f9-5a9d0e6591e2,false,AwsApiCall,202199862755,Management
root,ASIAS6FANBXRWPFN3ZFX,2022-08-09T03:58:10Z,iam.amazonaws.com,CreateUser,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::202199862755:user/Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAS6FANBXRX263OGHDY""}]",4d643336-acf3-43ba-b64a-4a358ad76946,dec89d12-4099-49e9-9f38-781446a4a98e,false,AwsApiCall,202199862755,Management
root,ASIAS6FANBXRWPFN3ZFX,2022-08-09T03:56:51Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",4df53706-e0eb-42c8-aae8-e0f05eedade6,1d5a840a-67fa-40fc-b5a6-0bae273f40d9,false,AwsApiCall,202199862755,Management
root,ASIAS6FANBXRWPFN3ZFX,2022-08-09T03:56:50Z,iam.amazonaws.com,AddUserToGroup,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",da57fd10-d6b0-4e84-af3e-49195adedae8,d9c835f1-0d9e-4745-b1fc-fed394badb4c,false,AwsApiCall,202199862755,Management
root,ASIAS6FANBXRWPFN3ZFX,2022-08-09T03:56:49Z,iam.amazonaws.com,CreateUser,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAS6FANBXRVDKXZQPVA""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::202199862755:user/CloudTrail""}]",f023624b-3887-4ad2-86fd-f07ef881a22e,646f03f3-4bf6-4e65-874f-285bc0f4b305,false,AwsApiCall,202199862755,Management
root,ASIAS6FANBXRTDPZW64E,2022-08-09T03:54:17Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",5069ef78-968e-4ba8-aefc-c1feac8f9b5b,ca1b1ce5-df0b-4d59-8020-9778867241cc,false,AwsApiCall,202199862755,Management
root,ASIAS6FANBXRTDPZW64E,2022-08-09T03:54:16Z,iam.amazonaws.com,CreateGroup,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::202199862755:group/Reviewers""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAS6FANBXRXMYA4PICY""}]",01e42f80-852e-475a-8057-c3e11db70d19,08eb81a9-0537-4c48-8144-40588831a6aa,false,AwsApiCall,202199862755,Management
root,ASIAS6FANBXRTDPZW64E,2022-08-09T03:53:42Z,iam.amazonaws.com,CreateGroup,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::202199862755:group/CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAS6FANBXR6AIFCRVTZ""}]",9713ef59-a40b-4c5a-8a22-f5cce8b95ac7,176e73df-c7b6-4300-b7b9-1740e90b0134,false,AwsApiCall,202199862755,Management
root,ASIAS6FANBXRTDPZW64E,2022-08-09T03:53:42Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrail_FullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",d17aee16-b2ad-4ba1-9802-9afd8aad2dc0,24c622ae-41b6-408e-b775-f743bab70fb1,false,AwsApiCall,202199862755,Management
root,ASIAS6FANBXRWPFN3ZFX,2022-08-09T03:21:22Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,AWS Internal,AWS Internal,,[],550ab81b-69b9-4159-bda6-220e90274736,69a1e02a-9c91-4bb3-8ba4-51c117a3254a,false,AwsApiCall,202199862755,Management
root,ASIAS6FANBXRWPFN3ZFX,2022-08-09T03:21:07Z,iam.amazonaws.com,UpdateAccountPasswordPolicy,us-east-1,AWS Internal,AWS Internal,,[],f9b600c4-8357-4680-b8f6-f3db45fcd503,d47686f9-74dc-4237-a5fb-1ff594f531e7,false,AwsApiCall,202199862755,Management
root,,2022-08-09T03:18:36Z,signin.amazonaws.com,ConsoleLogin,us-east-1,210.245.53.9,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",,[],,c5689cb4-fc04-4d41-a56b-bb09a600f272,false,AwsConsoleSignIn,202199862755,Management
root,,2022-08-07T08:34:49Z,signin.amazonaws.com,ConsoleLogin,us-east-1,1.55.108.70,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",,[],,fd051d5d-8a47-4899-bdf9-dd5d8b562873,false,AwsConsoleSignIn,202199862755,Management
root,ASIAS6FANBXRZYJQVC6J,2022-06-01T04:07:40Z,iam.amazonaws.com,GenerateServiceLastAccessedDetails,us-east-1,AWS Internal,AWS Internal,,[],d5d4e8cb-3d76-4a4b-b5d9-d12e632e9537,d2a7d7b3-0bf1-4540-a127-62be0a71f726,false,AwsApiCall,202199862755,Management
root,,2022-06-01T02:19:00Z,signin.amazonaws.com,ConsoleLogin,us-east-1,14.238.29.58,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Safari/537.36",,[],,52dcff8d-f230-47cf-9864-62d00a5f3d3f,false,AwsConsoleSignIn,202199862755,Management
